id,user_id,location_id,rating,comment,created_at
5213,70,90,4,"Large mall with many options and a clean environment.",2024-04-26 19:43:00
5214,83,119,4,"Fresh ingredients and nice presentation. Will come back for more.",2023-07-03 14:54:00
5215,96,148,3,"Fresh ingredients and nice presentation. Will come back for more.",2025-10-08 09:05:00
5216,9,177,3,"Great flavors, though the wait can be long during peak hours.",2024-01-13 16:16:00
5217,22,206,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-04-18 11:27:00
5218,35,235,5,"Informative and well-maintained. Worth a visit if you are nearby.",2025-07-23 18:38:00
5219,48,264,5,"Informative and well-maintained. Worth a visit if you are nearby.",2024-10-28 13:49:00
5220,61,293,5,"A memorable place with good facilities and clear signage.",2023-01-05 08:00:00
5221,74,18,5,"Super fun and full of activities. Great for groups and kids.",2025-04-10 15:11:00
5222,87,47,5,"A photogenic cafe with solid pastries and great coffee.",2024-07-15 10:22:00
5223,100,76,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2023-10-20 17:33:00
5224,13,105,4,"Large mall with many options and a clean environment.",2025-01-25 12:44:00
5225,26,134,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-04-02 19:55:00
5226,39,163,4,"Fresh ingredients and nice presentation. Will come back for more.",2023-07-07 14:06:00
5227,52,192,4,"Fresh ingredients and nice presentation. Will come back for more.",2025-10-12 09:17:00
5228,65,221,4,"Beautiful spot with interesting features — great for photos.",2024-01-17 16:28:00
5229,78,250,3,"Beautiful spot with interesting features — great for photos.",2023-04-22 11:39:00
5230,91,279,3,"Beautiful spot with interesting features — great for photos.",2025-07-27 18:50:00
5231,4,4,5,"Super fun and full of activities. Great for groups and kids.",2024-10-04 13:01:00
5232,17,33,5,"A lively place with many attractions. Expect crowds on weekends.",2023-01-09 08:12:00
5233,30,62,5,"Nice interior and friendly staff. The drinks are consistently good.",2025-04-14 15:23:00
5234,43,91,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2024-07-19 10:34:00
5235,56,120,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-10-24 17:45:00
5236,69,149,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-01-01 12:56:00
5237,82,178,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-04-06 19:07:00
5238,95,207,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-07-11 14:18:00
5239,8,236,4,"Beautiful spot with interesting features — great for photos.",2025-10-16 09:29:00
5240,21,265,4,"Informative and well-maintained. Worth a visit if you are nearby.",2024-01-21 16:40:00
5241,34,294,4,"A memorable place with good facilities and clear signage.",2023-04-26 11:51:00
5242,47,19,4,"Good facilities and friendly staff. Plenty to do for a full day.",2025-07-03 18:02:00
5243,60,48,3,"A photogenic cafe with solid pastries and great coffee.",2024-10-08 13:13:00
5244,73,77,3,"Large mall with many options and a clean environment.",2023-01-13 08:24:00
5245,86,106,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2025-04-18 15:35:00
5246,99,135,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-07-23 10:46:00
5247,12,164,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-10-28 17:57:00
5248,25,193,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-01-05 12:08:00
5249,38,222,5,"Beautiful spot with interesting features — great for photos.",2024-04-10 19:19:00
5250,51,251,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-07-15 14:30:00
5251,64,280,5,"Beautiful spot with interesting features — great for photos.",2025-10-20 09:41:00
5252,77,5,4,"Super fun and full of activities. Great for groups and kids.",2024-01-25 16:52:00
5253,90,34,4,"A photogenic cafe with solid pastries and great coffee.",2023-04-02 11:03:00
5254,3,63,4,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2025-07-07 18:14:00
5255,16,92,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2024-10-12 13:25:00
5256,29,121,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-01-17 08:36:00
5257,42,150,4,"Great flavors, though the wait can be long during peak hours.",2025-04-22 15:47:00
5258,55,179,3,"Fresh ingredients and nice presentation. Will come back for more.",2024-07-27 10:58:00
5259,68,208,3,"Tasty dishes with good balance. A pleasant dining experience.",2023-10-04 17:09:00
5260,81,237,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2025-01-09 12:20:00
5261,94,266,5,"Beautiful spot with interesting features — great for photos.",2024-04-14 19:31:00
5262,7,295,5,"Beautiful spot with interesting features — great for photos.",2023-07-19 14:42:00
5263,20,20,5,"Pleasant experience overall — would recommend to others.",2025-10-24 09:53:00
5264,33,49,5,"Nice interior and friendly staff. The drinks are consistently good.",2024-01-01 16:04:00
5265,46,78,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2023-04-06 11:15:00
5266,59,107,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2025-07-11 18:26:00
5267,72,136,4,"Tasty dishes with good balance. A pleasant dining experience.",2024-10-16 13:37:00
5268,85,165,4,"Fresh ingredients and nice presentation. Will come back for more.",2023-01-21 08:48:00
5269,98,194,4,"Fresh ingredients and nice presentation. Will come back for more.",2025-04-26 15:59:00
5270,11,223,4,"Informative and well-maintained. Worth a visit if you are nearby.",2024-07-03 10:10:00
5271,24,252,4,"Large mall with many options and a clean environment.",2023-10-08 17:21:00
5272,37,281,3,"A memorable place with good facilities and clear signage.",2025-01-13 12:32:00
5273,50,6,3,"Good facilities and friendly staff. Plenty to do for a full day.",2024-04-18 19:43:00
5274,63,35,5,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2023-07-23 14:54:00
5275,76,64,5,"Nice interior and friendly staff. The drinks are consistently good.",2025-10-28 09:05:00
5276,89,93,5,"Large mall with many options and a clean environment.",2024-01-05 16:16:00
5277,2,122,5,"Great flavors, though the wait can be long during peak hours.",2023-04-10 11:27:00
5278,15,151,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-07-15 18:38:00
5279,28,180,5,"Great flavors, though the wait can be long during peak hours.",2024-10-20 13:49:00
5280,41,209,4,"Tasty dishes with good balance. A pleasant dining experience.",2023-01-25 08:00:00
5281,54,238,4,"Beautiful spot with interesting features — great for photos.",2025-04-02 15:11:00
5282,67,267,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2024-07-07 10:22:00
5283,80,296,4,"Super fun and full of activities. Great for groups and kids.",2023-10-12 17:33:00
5284,93,21,4,"Good facilities and friendly staff. Plenty to do for a full day.",2025-01-17 12:44:00
5285,6,50,4,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2024-04-22 19:55:00
5286,19,79,3,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2023-07-27 14:06:00
5287,32,108,3,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2025-10-04 09:17:00
5288,45,137,5,"Tasty dishes with good balance. A pleasant dining experience.",2024-01-09 16:28:00
5289,58,166,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-04-14 11:39:00
5290,71,195,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-07-19 18:50:00
5291,84,224,5,"Large mall with many options and a clean environment.",2024-10-24 13:01:00
5292,97,253,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-01-01 08:12:00
5293,10,282,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2025-04-06 15:23:00
5294,23,7,5,"Good facilities and friendly staff. Plenty to do for a full day.",2024-07-11 10:34:00
5295,36,36,4,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2023-10-16 17:45:00
5296,49,65,4,"A photogenic cafe with solid pastries and great coffee.",2025-01-21 12:56:00
5297,62,94,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2024-04-26 19:07:00
5298,75,123,4,"Fresh ingredients and nice presentation. Will come back for more.",2023-07-03 14:18:00
5299,88,152,4,"Tasty dishes with good balance. A pleasant dining experience.",2025-10-08 09:29:00
5300,1,181,3,"Great flavors, though the wait can be long during peak hours.",2024-01-13 16:40:00
5301,14,210,3,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-04-18 11:51:00
5302,27,239,3,"Beautiful spot with interesting features — great for photos.",2025-07-23 18:02:00
5303,40,268,5,"A lively place with many attractions. Expect crowds on weekends.",2024-10-28 13:13:00
5304,53,297,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-01-05 08:24:00
5305,66,22,5,"A lively place with many attractions. Expect crowds on weekends.",2025-04-10 15:35:00
5306,79,51,5,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2024-07-15 10:46:00
5307,92,80,5,"Large mall with many options and a clean environment.",2023-10-20 17:57:00
5308,5,109,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2025-01-25 12:08:00
5309,18,138,4,"Great flavors, though the wait can be long during peak hours.",2024-04-02 19:19:00
5310,31,167,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-07-07 14:30:00
5311,44,196,4,"Fresh ingredients and nice presentation. Will come back for more.",2025-10-12 09:41:00
5312,57,225,4,"Large mall with many options and a clean environment.",2024-01-17 16:52:00
5313,70,254,4,"Super fun and full of activities. Great for groups and kids.",2023-04-22 11:03:00
5314,83,283,4,"A memorable place with good facilities and clear signage.",2025-07-27 18:14:00
5315,96,8,3,"Super fun and full of activities. Great for groups and kids.",2024-10-04 13:25:00
5316,9,37,3,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2023-01-09 08:36:00
5317,22,66,5,"A photogenic cafe with solid pastries and great coffee.",2025-04-14 15:47:00
5318,35,95,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2024-07-19 10:58:00
5319,48,124,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-10-24 17:09:00
5320,61,153,5,"Great flavors, though the wait can be long during peak hours.",2025-01-01 12:20:00
5321,74,182,5,"Tasty dishes with good balance. A pleasant dining experience.",2024-04-06 19:31:00
5322,87,211,5,"Tasty dishes with good balance. A pleasant dining experience.",2023-07-11 14:42:00
5323,100,240,4,"Large mall with many options and a clean environment.",2025-10-16 09:53:00
5324,13,269,4,"Informative and well-maintained. Worth a visit if you are nearby.",2024-01-21 16:04:00
5325,26,298,4,"Beautiful spot with interesting features — great for photos.",2023-04-26 11:15:00
5326,39,23,4,"Pleasant experience overall — would recommend to others.",2025-07-03 18:26:00
5327,52,52,4,"Nice interior and friendly staff. The drinks are consistently good.",2024-10-08 13:37:00
5328,65,81,4,"Large mall with many options and a clean environment.",2023-01-13 08:48:00
5329,78,110,3,"Large mall with many options and a clean environment.",2025-04-18 15:59:00
5330,91,139,3,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-07-23 10:10:00
5331,4,168,5,"Fresh ingredients and nice presentation. Will come back for more.",2023-10-28 17:21:00
5332,17,197,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-01-05 12:32:00
5333,30,226,5,"Large mall with many options and a clean environment.",2024-04-10 19:43:00
5334,43,255,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-07-15 14:54:00
5335,56,284,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2025-10-20 09:05:00
5336,69,9,5,"Super fun and full of activities. Great for groups and kids.",2024-01-25 16:16:00
5337,82,38,5,"Nice interior and friendly staff. The drinks are consistently good.",2023-04-02 11:27:00
5338,95,67,4,"Nice interior and friendly staff. The drinks are consistently good.",2025-07-07 18:38:00
5339,8,96,4,"Large mall with many options and a clean environment.",2024-10-12 13:49:00
5340,21,125,4,"Fresh ingredients and nice presentation. Will come back for more.",2023-01-17 08:00:00
5341,34,154,4,"Great flavors, though the wait can be long during peak hours.",2025-04-22 15:11:00
5342,47,183,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-07-27 10:22:00
5343,60,212,3,"Informative and well-maintained. Worth a visit if you are nearby.",2023-10-04 17:33:00
5344,73,241,3,"A memorable place with good facilities and clear signage.",2025-01-09 12:44:00
5345,86,270,5,"Super fun and full of activities. Great for groups and kids.",2024-04-14 19:55:00
5346,99,299,5,"Beautiful spot with interesting features — great for photos.",2023-07-19 14:06:00
5347,12,24,5,"Super fun and full of activities. Great for groups and kids.",2025-10-24 09:17:00
5348,25,53,5,"A photogenic cafe with solid pastries and great coffee.",2024-01-01 16:28:00
5349,38,82,5,"Large mall with many options and a clean environment.",2023-04-06 11:39:00
5350,51,111,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-07-11 18:50:00
5351,64,140,5,"Great flavors, though the wait can be long during peak hours.",2024-10-16 13:01:00
5352,77,169,4,"Tasty dishes with good balance. A pleasant dining experience.",2023-01-21 08:12:00
5353,90,198,4,"Fresh ingredients and nice presentation. Will come back for more.",2025-04-26 15:23:00
5354,3,227,4,"A memorable place with good facilities and clear signage.",2024-07-03 10:34:00
5355,16,256,4,"A memorable place with good facilities and clear signage.",2023-10-08 17:45:00
5356,29,285,4,"Beautiful spot with interesting features — great for photos.",2025-01-13 12:56:00
5357,42,10,4,"Super fun and full of activities. Great for groups and kids.",2024-04-18 19:07:00
5358,55,39,3,"Nice interior and friendly staff. The drinks are consistently good.",2023-07-23 14:18:00
5359,68,68,3,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2025-10-28 09:29:00
5360,81,97,5,"Large mall with many options and a clean environment.",2024-01-05 16:40:00
5361,94,126,5,"Great flavors, though the wait can be long during peak hours.",2023-04-10 11:51:00
5362,7,155,5,"Great flavors, though the wait can be long during peak hours.",2025-07-15 18:02:00
5363,20,184,5,"Great flavors, though the wait can be long during peak hours.",2024-10-20 13:13:00
5364,33,213,5,"A memorable place with good facilities and clear signage.",2023-01-25 08:24:00
5365,46,242,5,"Large mall with many options and a clean environment.",2025-04-02 15:35:00
5366,59,271,4,"Beautiful spot with interesting features — great for photos.",2024-07-07 10:46:00
5367,72,300,4,"Large mall with many options and a clean environment.",2023-10-12 17:57:00
5368,85,25,4,"Super fun and full of activities. Great for groups and kids.",2025-01-17 12:08:00
5369,98,54,4,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2024-04-22 19:19:00
5370,11,83,4,"Large mall with many options and a clean environment.",2023-07-27 14:30:00
5371,24,112,4,"Great flavors, though the wait can be long during peak hours.",2025-10-04 09:41:00
5372,37,141,3,"Tasty dishes with good balance. A pleasant dining experience.",2024-01-09 16:52:00
5373,50,170,3,"Fresh ingredients and nice presentation. Will come back for more.",2023-04-14 11:03:00
5374,63,199,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-07-19 18:14:00
5375,76,228,5,"Beautiful spot with interesting features — great for photos.",2024-10-24 13:25:00
5376,89,257,5,"Beautiful spot with interesting features — great for photos.",2023-01-01 08:36:00
5377,2,286,5,"Informative and well-maintained. Worth a visit if you are nearby.",2025-04-06 15:47:00
5378,15,11,5,"Good facilities and friendly staff. Plenty to do for a full day.",2024-07-11 10:58:00
5379,28,40,5,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2023-10-16 17:09:00
5380,41,69,4,"A photogenic cafe with solid pastries and great coffee.",2025-01-21 12:20:00
5381,54,98,4,"Large mall with many options and a clean environment.",2024-04-26 19:31:00
5382,67,127,4,"Tasty dishes with good balance. A pleasant dining experience.",2023-07-03 14:42:00
5383,80,156,4,"Fresh ingredients and nice presentation. Will come back for more.",2025-10-08 09:53:00
5384,93,185,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-01-13 16:04:00
5385,6,214,4,"Informative and well-maintained. Worth a visit if you are nearby.",2023-04-18 11:15:00
5386,19,243,3,"Beautiful spot with interesting features — great for photos.",2025-07-23 18:26:00
5387,32,272,3,"Good facilities and friendly staff. Plenty to do for a full day.",2024-10-28 13:37:00
5388,45,301,5,"A memorable place with good facilities and clear signage.",2023-01-05 08:48:00
5389,58,26,5,"A lively place with many attractions. Expect crowds on weekends.",2025-04-10 15:59:00
5390,71,55,5,"Nice interior and friendly staff. The drinks are consistently good.",2024-07-15 10:10:00
5391,84,84,5,"Large mall with many options and a clean environment.",2023-10-20 17:21:00
5392,97,113,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-01-25 12:32:00
5393,10,142,5,"Fresh ingredients and nice presentation. Will come back for more.",2024-04-02 19:43:00
5394,23,171,5,"Tasty dishes with good balance. A pleasant dining experience.",2023-07-07 14:54:00
5395,36,200,4,"Tasty dishes with good balance. A pleasant dining experience.",2025-10-12 09:05:00
5396,49,229,4,"Informative and well-maintained. Worth a visit if you are nearby.",2024-01-17 16:16:00
5397,62,258,4,"A memorable place with good facilities and clear signage.",2023-04-22 11:27:00
5398,75,287,4,"Beautiful spot with interesting features — great for photos.",2025-07-27 18:38:00
5399,88,12,4,"A lively place with many attractions. Expect crowds on weekends.",2024-10-04 13:49:00
5400,1,41,3,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2023-01-09 08:00:00
5401,14,70,3,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2025-04-14 15:11:00
5402,27,99,3,"Large mall with many options and a clean environment.",2024-07-19 10:22:00
5403,40,128,5,"Great flavors, though the wait can be long during peak hours.",2023-10-24 17:33:00
5404,53,157,5,"Great flavors, though the wait can be long during peak hours.",2025-01-01 12:44:00
5405,66,186,5,"Great flavors, though the wait can be long during peak hours.",2024-04-06 19:55:00
5406,79,215,5,"Beautiful spot with interesting features — great for photos.",2023-07-11 14:06:00
5407,92,244,5,"Good facilities and friendly staff. Plenty to do for a full day.",2025-10-16 09:17:00
5408,5,273,5,"Informative and well-maintained. Worth a visit if you are nearby.",2024-01-21 16:28:00
5409,18,302,4,"A memorable place with good facilities and clear signage.",2023-04-26 11:39:00
5410,31,27,4,"Good facilities and friendly staff. Plenty to do for a full day.",2025-07-03 18:50:00
5411,44,56,4,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2024-10-08 13:01:00
5412,57,85,4,"Large mall with many options and a clean environment.",2023-01-13 08:12:00
5413,70,114,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-04-18 15:23:00
5414,83,143,4,"Fresh ingredients and nice presentation. Will come back for more.",2024-07-23 10:34:00
5415,96,172,3,"Tasty dishes with good balance. A pleasant dining experience.",2023-10-28 17:45:00
5416,9,201,3,"Fresh ingredients and nice presentation. Will come back for more.",2025-01-05 12:56:00
5417,22,230,5,"Beautiful spot with interesting features — great for photos.",2024-04-10 19:07:00
5418,35,259,5,"Beautiful spot with interesting features — great for photos.",2023-07-15 14:18:00
5419,48,288,5,"Informative and well-maintained. Worth a visit if you are nearby.",2025-10-20 09:29:00
5420,61,13,5,"Good facilities and friendly staff. Plenty to do for a full day.",2024-01-25 16:40:00
5421,74,42,5,"A photogenic cafe with solid pastries and great coffee.",2023-04-02 11:51:00
5422,87,71,5,"A photogenic cafe with solid pastries and great coffee.",2025-07-07 18:02:00
5423,100,100,4,"Large mall with many options and a clean environment.",2024-10-12 13:13:00
5424,13,129,4,"Tasty dishes with good balance. A pleasant dining experience.",2023-01-17 08:24:00
5425,26,158,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-04-22 15:35:00
5426,39,187,4,"Fresh ingredients and nice presentation. Will come back for more.",2024-07-27 10:46:00
5427,52,216,4,"Informative and well-maintained. Worth a visit if you are nearby.",2023-10-04 17:57:00
5428,65,245,4,"Good facilities and friendly staff. Plenty to do for a full day.",2025-01-09 12:08:00
5429,78,274,3,"A memorable place with good facilities and clear signage.",2024-04-14 19:19:00
5430,91,303,3,"Beautiful spot with interesting features — great for photos.",2023-07-19 14:30:00
5431,4,28,5,"Good facilities and friendly staff. Plenty to do for a full day.",2025-10-24 09:41:00
5432,17,57,5,"A photogenic cafe with solid pastries and great coffee.",2024-01-01 16:52:00
5433,30,86,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2023-04-06 11:03:00
5434,43,115,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-07-11 18:14:00
5435,56,144,5,"Great flavors, though the wait can be long during peak hours.",2024-10-16 13:25:00
5436,69,173,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-01-21 08:36:00
5437,82,202,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-04-26 15:47:00
5438,95,231,4,"A memorable place with good facilities and clear signage.",2024-07-03 10:58:00
5439,8,260,4,"Beautiful spot with interesting features — great for photos.",2023-10-08 17:09:00
5440,21,289,4,"Beautiful spot with interesting features — great for photos.",2025-01-13 12:20:00
5441,34,14,4,"Super fun and full of activities. Great for groups and kids.",2024-04-18 19:31:00
5442,47,43,4,"A photogenic cafe with solid pastries and great coffee.",2023-07-23 14:42:00
5443,60,72,3,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2025-10-28 09:53:00
5444,73,101,3,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2024-01-05 16:04:00
5445,86,130,5,"Great flavors, though the wait can be long during peak hours.",2023-04-10 11:15:00
5446,99,159,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-07-15 18:26:00
5447,12,188,5,"Fresh ingredients and nice presentation. Will come back for more.",2024-10-20 13:37:00
5448,25,217,5,"A memorable place with good facilities and clear signage.",2023-01-25 08:48:00
5449,38,246,5,"Beautiful spot with interesting features — great for photos.",2025-04-02 15:59:00
5450,51,275,5,"A memorable place with good facilities and clear signage.",2024-07-07 10:10:00
5451,64,304,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-10-12 17:21:00
5452,77,29,4,"Good facilities and friendly staff. Plenty to do for a full day.",2025-01-17 12:32:00
5453,90,58,4,"A photogenic cafe with solid pastries and great coffee.",2024-04-22 19:43:00
5454,3,87,4,"Large mall with many options and a clean environment.",2023-07-27 14:54:00
5455,16,116,4,"Tasty dishes with good balance. A pleasant dining experience.",2025-10-04 09:05:00
5456,29,145,4,"Great flavors, though the wait can be long during peak hours.",2024-01-09 16:16:00
5457,42,174,4,"Tasty dishes with good balance. A pleasant dining experience.",2023-04-14 11:27:00
5458,55,203,3,"Fresh ingredients and nice presentation. Will come back for more.",2025-07-19 18:38:00
5459,68,232,3,"A memorable place with good facilities and clear signage.",2024-10-24 13:49:00
5460,81,261,5,"Beautiful spot with interesting features — great for photos.",2023-01-01 08:00:00
5461,94,290,5,"A lively place with many attractions. Expect crowds on weekends.",2025-04-06 15:11:00
5462,7,15,5,"Super fun and full of activities. Great for groups and kids.",2024-07-11 10:22:00
5463,20,44,5,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2023-10-16 17:33:00
5464,33,73,5,"Nice interior and friendly staff. The drinks are consistently good.",2025-01-21 12:44:00
5465,46,102,5,"Large mall with many options and a clean environment.",2024-04-26 19:55:00
5466,59,131,4,"Great flavors, though the wait can be long during peak hours.",2023-07-03 14:06:00
5467,72,160,4,"Great flavors, though the wait can be long during peak hours.",2025-10-08 09:17:00
5468,85,189,4,"Great flavors, though the wait can be long during peak hours.",2024-01-13 16:28:00
5469,98,218,4,"Beautiful spot with interesting features — great for photos.",2023-04-18 11:39:00
5470,11,247,4,"Informative and well-maintained. Worth a visit if you are nearby.",2025-07-23 18:50:00
5471,24,276,4,"A memorable place with good facilities and clear signage.",2024-10-28 13:01:00
5472,37,1,3,"Super fun and full of activities. Great for groups and kids.",2023-01-05 08:12:00
5473,50,30,3,"A lively place with many attractions. Expect crowds on weekends.",2025-04-10 15:23:00
5474,63,59,5,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2024-07-15 10:34:00
5475,76,88,5,"Large mall with many options and a clean environment.",2023-10-20 17:45:00
5476,89,117,5,"Great flavors, though the wait can be long during peak hours.",2025-01-25 12:56:00
5477,2,146,5,"Fresh ingredients and nice presentation. Will come back for more.",2024-04-02 19:07:00
5478,15,175,5,"Fresh ingredients and nice presentation. Will come back for more.",2023-07-07 14:18:00
5479,28,204,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-10-12 09:29:00
5480,41,233,4,"Beautiful spot with interesting features — great for photos.",2024-01-17 16:40:00
5481,54,262,4,"Beautiful spot with interesting features — great for photos.",2023-04-22 11:51:00
5482,67,291,4,"Beautiful spot with interesting features — great for photos.",2025-07-27 18:02:00
5483,80,16,4,"Good facilities and friendly staff. Plenty to do for a full day.",2024-10-04 13:13:00
5484,93,45,4,"Cozy atmosphere and well-brewed coffee. Perfect for working or chatting.",2023-01-09 08:24:00
5485,6,74,4,"Large mall with many options and a clean environment.",2025-04-14 15:35:00
5486,19,103,3,"Large mall with many options and a clean environment.",2024-07-19 10:46:00
5487,32,132,3,"Great flavors, though the wait can be long during peak hours.",2023-10-24 17:57:00
5488,45,161,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-01-01 12:08:00
5489,58,190,5,"Great flavors, though the wait can be long during peak hours.",2024-04-06 19:19:00
5490,71,219,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-07-11 14:30:00
5491,84,248,5,"Informative and well-maintained. Worth a visit if you are nearby.",2025-10-16 09:41:00
5492,97,277,5,"Beautiful spot with interesting features — great for photos.",2024-01-21 16:52:00
5493,10,2,5,"Super fun and full of activities. Great for groups and kids.",2023-04-26 11:03:00
5494,23,31,5,"Good facilities and friendly staff. Plenty to do for a full day.",2025-07-03 18:14:00
5495,36,60,4,"A photogenic cafe with solid pastries and great coffee.",2024-10-08 13:25:00
5496,49,89,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2023-01-13 08:36:00
5497,62,118,4,"Fresh ingredients and nice presentation. Will come back for more.",2025-04-18 15:47:00
5498,75,147,4,"Tasty dishes with good balance. A pleasant dining experience.",2024-07-23 10:58:00
5499,88,176,4,"Fresh ingredients and nice presentation. Will come back for more.",2023-10-28 17:09:00
5500,1,205,3,"Tasty dishes with good balance. A pleasant dining experience.",2025-01-05 12:20:00
5501,14,234,3,"Informative and well-maintained. Worth a visit if you are nearby.",2024-04-10 19:31:00
5502,27,263,3,"Informative and well-maintained. Worth a visit if you are nearby.",2023-07-15 14:42:00
5503,40,292,5,"A memorable place with good facilities and clear signage.",2025-10-20 09:53:00
5504,53,17,5,"A lively place with many attractions. Expect crowds on weekends.",2024-01-25 16:04:00
5505,66,46,5,"Nice interior and friendly staff. The drinks are consistently good.",2023-04-02 11:15:00
5506,79,75,5,"Large mall with many options and a clean environment.",2025-07-07 18:26:00
5507,92,104,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2024-10-12 13:37:00
5508,5,133,5,"Fresh ingredients and nice presentation. Will come back for more.",2023-01-17 08:48:00
5509,18,162,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-04-22 15:59:00
5510,31,191,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-07-27 10:10:00
5511,44,220,4,"Beautiful spot with interesting features — great for photos.",2023-10-04 17:21:00
5512,57,249,4,"A memorable place with good facilities and clear signage.",2025-01-09 12:32:00
5513,70,278,4,"A lively place with many attractions. Expect crowds on weekends.",2024-04-14 19:43:00
5514,83,3,4,"A lively place with many attractions. Expect crowds on weekends.",2023-07-19 14:54:00
5515,96,32,3,"Good facilities and friendly staff. Plenty to do for a full day.",2025-10-24 09:05:00
5516,9,61,3,"Nice interior and friendly staff. The drinks are consistently good.",2024-01-01 16:16:00
5517,22,90,5,"Large mall with many options and a clean environment.",2023-04-06 11:27:00
5518,35,119,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-07-11 18:38:00
5519,48,148,5,"Tasty dishes with good balance. A pleasant dining experience.",2024-10-16 13:49:00
5520,61,177,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-01-21 08:00:00
5521,74,206,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-04-26 15:11:00
5522,87,235,5,"A memorable place with good facilities and clear signage.",2024-07-03 10:22:00
