name,tag,avg_cost,description,lat,lon,address,opening_hours,image_url1,image_url2,rating,reviews,extra_website
SIM FOOD,Casual dining,200000,"Focused on signature dishes and local flavors, delivering rich authentic flavors.",10.791.858.651.304.300,10.672.281.117.301.400,"QPRF+M35, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",07:00–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzAbPW2fy5DKrwwZQm7d-s8DSOOXzlNNMe3FIj_FrulhtCv8HZX-oIC5FRXz2LAn7i6CGcXqBDtYEyY6JwPkgm4QGFD2heHYsAkPMCJk62St4R9I_6CgN_D8VegJL3Caz9FdG_RJm1BbbMM=w408-h271-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvnPEHBeVTJan6QGfno3ylYykKULdw6dDmaWK8ty8qQ7eqgihh7uuT9k4YktvDMopHAjB_CBLavLUu8jrtamHNeMhh5VSbsF_kOe3pzmnzl_PyftSc77fMUu51Hknh7gqcXseF_iZxBxQ=w426-h240-k-no,4.5,66,
Marry Kitchen - Healthy Food & Eat Clean - Ăn Lành Sống Khỏe,Health,100000,Serving healthy dishes alongside clean ingredients for a comforting dining experience.,10.791546668838434,106.72120355527859,"133 Hẻm 132 Nguyễn Hữu Cảnh, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",06:00–19:00,https://lh3.googleusercontent.com/p/AF1QipNdIarGt92mBbgYwGJ-28bkSLLHnTeOToyKU6ep=w408-h543-k-no,https://lh3.googleusercontent.com/p/AF1QipOnqWlzGrXfNqmJpvmIh5kb3J4Py_t-BYowxCgL=w457-h240-k-no,4.2,10,https://app.shopeefood.vn/enwzai3d8kb
Sò điệp Nhật nướng - Quin Food Quận 1,Western,200000,"Western comfort food combined with hearty flavors to create satisfying, memorable meals.",10.78905823980888,106.69763791719288,"12BIS Đ. Trần Doãn Khanh, Ho Chi Minh City, District 1, Ho Chi Minh City, VN",10:30–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrlj7O5n__qZHGlGjhDbtqIvfgtP7wz56ksOBAGMzGo7lKCbKYwkvwiBlD0oAm-Je9Gk55czLtB_jqfplaHNCmcoCv_EN56clHZZ8QitIDXVSdRki6MYMXOJpZBa8PfZnLVamt=w408-h544-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzt-L_2bRIh5_z7Md3i1nSu4FUKK3-hJED4urQAqL-etc5UVLZYdMEMJoKbAPvLZs18CK_NtXmQZaTr_DPA-aSQpDVYyhwTheVVF3ekb2H8KiCkf8jI22_JbUfdzXM3ZcrvRG8_Ew=w408-h432-k-no,3.1,9,
Cơm Tấm 1090,Vietnamese,100000,Vietnamese dishes prepared with herbal flavors and served with traditional recipes.,10.75098787542301,106.66954438280712,"1090 Võ Văn Kiệt, Ho Chi Minh City, District 5, Ho Chi Minh City, VN",06:00–14:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxTck23p35IICUwL8ETsdvfWnF4PywLZx-4PaJPvM5ZupxmDf1Qat3iEQSiXpcKtaIHxEAgTFMXh2HYHfQzD5Qp9f5dAwzpbTdF7eMBKEneb7BoBphvlqvtIXzV5olajKrTB-03qw=w408-h422-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuRsj0peBKID1yX08vI23nG1BviEjPfiVXxlXvK8RUEET5f05a4IBER_-gZwoFBIHxkANu7EOUIF42SDZ51PYTMJ94njdapNUM5IhFwBu_Ru8APWP-hoY3EEkA90sirStc0S8we-bVaZvK=w408-h422-k-no,4.1,6,
Phở A Bân,Casual dining,100000,signature dishes meets local flavors in dishes crafted to satisfy every guest.,10.758458038965614,106.67258239205714,"34-36 An Dương Vương, Ho Chi Minh City, District 5, Ho Chi Minh City, VN",06:00–20:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwx3PHF6C2bwdur_gAwO6cS0BsSHa9-kRGlA3NsChZGcnbhdhcZx0sJHkQMmtOQIrLBXeivqvoeqMufzcsxdP47ZTzjzmh2QemuGp1xnlibbKC476KIawwjkBJguesSOYI1hk80=w408-h544-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzXOlGWOezgDAyjpg_81hbM9D3_9OqUQXQMF9XuqjmB4kYK7RrQGifOCvdyJQc7LGHxOGl3Uil_1Jv6FmawKWvPRRlIfw68J2OiEUY846TPszPA_AX-nNe7gYAsj7hL73dcUdacRA=w408-h544-k-no,4.5,2,
Quán Bụi Bistro,Vietnamese,200000,Serving Vietnamese dishes alongside herbal flavors for a comforting dining experience.,10.790188613354394,106.7203933804143,"31, D5/92 Nguyễn Hữu Cảnh, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",07:00–23:00,https://lh3.googleusercontent.com/p/AF1QipM7ic2MIxjyR2fgtY6oTUKW-sY4dXMlJuHpFCt6=w408-h408-k-no,https://lh3.googleusercontent.com/p/AF1QipPKvZoqBDtgPN4aAr7X6HUZ8Dr7U-vikVHfy9QF=w426-h240-k-no,4.5,827,https://quan-bui.com/
ISSHIN Izakaya Restaurant,Japanese,200000,Japanese dishes prepared with umami flavors and served with sushi and ramen.,10.793333055048585,106.72276941904286,"Shophouse 04 Park 5, 720A Điện Biên Phủ, Ho Chi Minh City, Mỹ Tây, Ho Chi Minh City, VN",10:00–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjc06NLYbjnmLBqvb2ioqcHqvuAFabs43xYBfbdjh718lcGfKa6Rv-Eb6ohmSw35G5MgUq1iGWqAKUG09DvH7n0oRD_m2eZBG0zKroDJsbygwkgLF7r68_kHLyiqoKjuThLucR=w513-h240-k-no,https://lh3.googleusercontent.com/p/AF1QipMMubopdWPhtgFl-KuWaxt93SC21UBNeMDN_05B=w408-h725-k-no,4.7,331,https://isshin-izakaya.vn/
Taste of SaiGon,Casual dining,200000,signature dishes prepared with local flavors and served with welcoming atmosphere.,10.792946716206753,106.72253718650683,"208 Nguyễn Hữu Cảnh Park 4, SHO3, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",08:00–21:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxcydyKAcijVYm1Sv4oF2af81lo6fXCBZwVBmSwQKNY_XBMQ2UTvDMPr7mEYDWD4CmbiFTrhXivdcbrearpkOgw69SMVRlt3uCkmN8vEjKaGYR5L7Wuc4UGQRGoCfrmaFiTHg=w408-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQrpdfQFLaeLiUtGl7eeZ_HW2Q4RZOw9JgXe5LuIBlBwKFx6lUl0Gq7aQYdhJNTSK_uV6KiGqG9Ewn_dbBgQI95ynTxXgF0mSUI2zKoiqosOCHW27mOra9ejF0qyPgErp-jXkXPw=w408-h306-k-no,4.5,492,https://m.facebook.com/tasteofsaigonvinhomes
Morico Saigon Pearl,Japanese,300000,Japanese dishes prepared with umami flavors and served with sushi and ramen.,10.791070234514292,106.71927547062147,"92 Nguyễn Hữu Cảnh, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",08:00–22:00,https://lh3.googleusercontent.com/p/AF1QipPtenJ7bG9oRXB_0-hMTAjDcMpS5PxG2YzahzLC=w408-h270-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiQyjiEuDjK5NT1O6Uh8MsnSk8OHpysHDo_A6EUrGwb6wBMB3BbHGcjH6ZHU-Lm41Ty7kJYIywIAUEe0vI-zzufYPbxWfB0DCFCKooGpNXrl7GyN1wSCdPMShk4DVNedmHLOplwmHjGFs=w408-h306-k-no,4.6,1318,http://www.morico.life/
Nhà Hàng Hoàng Tâm - Vinhomes Central Park,Casual dining,300000,"Celebrated for signature dishes and local flavors, prepared with careful attention.",10.791479147107228,106.72088395320706,"P1.SH04, Số, 720A Điện Biên Phủ, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",07:00–22:00,https://lh3.googleusercontent.com/p/AF1QipPseez8-yX6IuY3lXXEoOfX6xoUTpDuvgCjCOOE=w408-h272-k-no,https://lh3.googleusercontent.com/p/AF1QipPvScXcF__6LHmm89oULYtO1L5RlBlaOwVD-nsO=w408-h408-k-no,4.6,565,http://nhahanghoangtam.vn/
Sông - Seafood & Grill,Seafood,500000,fresh seafood prepared with grilled shellfish and served with ocean flavors.,10.788773535923246,106.72567863438572,"QPQG+96W, 39 Đ. Số 38, Ho Chi Minh City, Thủ Đức City, Ho Chi Minh City, VN",10:00–23:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy11VuHx9abv2gY4dos73pGDXIj3IP0R8xxPT_U7RkS_2ZPIG0KeMqmVQG_4u7nE3_FteJwBiodpQLoP84RWBa40HxcOC0NAqHJhiCCJndpGTMxDYa-kc4P5P0fBuR47hmFIsaA6Uh8K3Df=w408-h544-k-no,https://lh3.googleusercontent.com/p/AF1QipMyiVDVGOwGUfFPo9hbXM5EagGI7yR7BBuXbfnd=w408-h272-k-no,4.2,791,https://songseafoodgrill.vn/dat-ban/
Cow Mee Inn - Taiwan Beef Noodles,Taiwanese,200000,"Celebrated for Taiwanese noodles and rich broth, prepared with careful attention.",10.788213100962723,106.73026138596431,"270 Trần Não, Ho Chi Minh City, Thủ Đức City, Ho Chi Minh City, VN",10:00–23:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6omNpQb-MtIGVrFpD-ZUc-3GPi56HHBKtUFXQcYnr6P6tDKbcbtEKlKfOl0IuUAAGeA6YtP66hqYuJnBNpMIp_pHDZjj8VggAZ9MixSxCECIN8Jo17Q_nYyjpx72zqiEAxJid=w408-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipNOicZDY0k8J9AWrsEDRSeVJJ_qI3-pqBT-Ei61=w408-h302-k-no,4.5,444,https://www.facebook.com/CowMeeInn/
Phở Hồi,vietnamese,100000,Serving pho alongside noodle soup for a comforting dining experience.,10.791045112768895,106.7224354288357,"P1-SH 10, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",06:59–21:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3svb_OcLdw_bb3PBY9PXQCzIDd03Y5BWlAmsd1ocVCAYDRgnlIirgfvNVaAZMaIRFKVsw8lz7X2PbQTbdVCeLJ3vRwQdugCMDs1_0-FKNq4cLmUIyFApypRLjgRcgEJ-JLOF-=w408-h408-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNMTa3vJO64ZMbvgT-195umIf2wlDg2rlf1asRWtjDxbixeRPnmWDN9nvbRa0_5cez2doKj4Qe4EDSCqLJ1peQWduc0BsWHFXkd8Z3qEEoyOko3pcyMPPPOD2V7qdF5cKF9qEyvtiE1qPC=w408-h544-k-no,4.1,311,
Quán Khói,casual dining,200000,signature dishes prepared with local flavors and served with welcoming atmosphere.,10.787296140580896,106.72857289205716,"Đ. Số 35, Ho Chi Minh City, Thủ Đức City, Ho Chi Minh City, VN",15:30–23:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaHNHWpgLVsuiNaQcfjA4MXdAtmaZMEvPtvNhMKfSwkmedp6BW-min9vUH9fwdbIhyEOSggNwXUFblCNaiKwgDZz8Ic9motORrmAqCz-pJcNjyQjmkSkAo9p4dr_1OPNqjzAtUUw=w408-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyZKdMBu0upCAW6JH-eoWH5Qi8-ZpStUV222iJip4yJluqLvuMC0QWWxHfTDyCw8ExfqXRDRC_AZOsh0b7edmhkJQezbs1XZFlIt1K6SqcoOP-18938OKbbW2jQzqHURjlpHlDb=w408-h306-k-no,4.5,200,https://www.foody.vn/ho-chi-minh/khoi-nuong-lau
Yoonhanok - Korean BBQ & Hotpot,Korean,200000,Guests enjoy Korean BBQ paired with kimchi flavors in every dish.,10.788942875012468,106.7182111730143,"Pearl - White house, tòa nhà Sunwah, 90 Nguyễn Hữu Cảnh, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",10:00–22:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzVkNOaZvHvxn6KIggAFIn3irs4jzCyLLIWts5-MXl4gOGEhnmxoK2o3VXeD3WGjnFkNJs9mXjW5hMt71pvXBhqefq_NEWPCmmrvH6KTjrM6UNI-zbYNnIPAmxxUDWjv2gTnKgw_g=w408-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwm4ESFHraleyeFV89J-rSfA7dNtcO3QQUafghC9ohT8gNF_4shLq3pdDJhcfXh_-DrwGcK3DBKy8DyzB1mqvXYvAnQJa6iLa_VU2vT2rOdYdYalMZtU1-8OtzHHJvII_M25pFEYReFHS0e=w408-h544-k-no,4.3,119,
Cơm Gà Hải Nam Yummy - Trần Não,Casual dining,100000,"chicken dishes combined with fragrant seasoning to create satisfying, memorable meals.",10.78648088021557,106.73029218226431,"233 Trần Não, Ho Chi Minh City, Thủ Đức City, Ho Chi Minh City, VN",10:00–21:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRQn-kDe6jaMqhEG32MdqeiW-drRm0v8ughfaThEFSBscX1l1HQ18xVEEBm5gehwN91EWlF3waheXVw016E48mlEeFp9_ibQ5uFgGAFX5Ca-t9ZqYKWIKOkGt1L8Z_6TBO_pAE=w408-h305-k-no,https://lh3.googleusercontent.com/p/AF1QipNCnQegHInUxShb7ZuFbXJjctsmbSsEKc9AYVfM=w408-h544-k-no,4.4,112,https://yummycomga.com/
99jjamppong,Korean,150000,Korean BBQ prepared with kimchi flavors and served with hotpot specialties.,10.79831871347493,106.73753680740002,"01 Thái Thuận, Ho Chi Minh City, Thủ Đức City, Ho Chi Minh City, VN",0:00-23:59,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzBohcRz7EAbYTCGT-TB6uO0jFlNJHAw-v_yEHbA88du-Ig_wQ9KJZQmloASxsBCuqFQnMtGTB6H6jxAIXJAVy-1mZA3mnwoUg3cW_Bc_hvzDgkjFNeweB2P3abYYfBHLF3AwLNsw=w408-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipPqBffZuTIqiZvCiOG-CGnfY6p1SsbEJn1T9-oT=w408-h544-k-no,4.9,624,
Pasteloa,Brazilian,200000,Serving Brazilian grilled meats alongside bold seasoning for a comforting dining experience.,10.794455615439709,106.73526129020716,"43 Đ. 6, Ho Chi Minh City, Thủ Đức City, Ho Chi Minh City, VN",15:00–22:00,https://lh3.googleusercontent.com/p/AF1QipNh5TgE3buipEAXl8jAUOXVafhbHci1o1I2kaEh=w408-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipM_waTa476DD-xN-1ryT_xoVKALhanUarBaKUHe=w408-h306-k-no,4.1,156,https://www.facebook.com/Pasteloa
Hue Delights Landmark 81,Casual dining,200000,"Known for signature dishes and local flavors, offering consistently flavorful dining.",10.79498407619117,106.72218535157859,"208 Nguyễn Hữu Cảnh, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",10:30–21:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIA_GkTxCwQV5eQd5QiGP5ZYKdEkc1rP5O_x8jh4qda5uEq9uzyy-vboINtnnxUVXN8c1CWnNVBkHek0BFsGPWKkqWo1xEzNMSj2p78nzwjEJAFv24_rW4O73DgfzxLf9jVTOa=w408-h544-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyCawlPmK075TihsePU01EfTathRMRuFGBDJRGV13NOgcE4vEqpbeIfffDp7V1Jcq5MdeDTy1aGXUM-sYl2smbH0IMW_O0VB5Jq-sLXluRsAwAij916W4VL2PkcU3eNhnOPNMo7IMLlLlA=w408-h306-k-no,4.1,382,
Cơm Gà Hải Nam Yummy - Vincom Center Landmark 81,Casual dining,100000,signature dishes meets local flavors in dishes crafted to satisfy every guest.,10.79390914983036,106.72226604602857,"Vincom Center Landmark 81, 772 Điện Biên Phủ, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",08:00–20:00,https://lh3.googleusercontent.com/p/AF1QipOnVj7kX7lAddEJTGQcDr1L14ShObDCQC_m61GF=w408-h305-k-no,https://lh3.googleusercontent.com/p/AF1QipMbOobSmXggME0AkpUCbY5AYqpm6zEfHVk_FRg2=w408-h305-k-no,4.4,24,https://yummycomga.com/
Ussina Aging Beef & Bar,japanese,1000000,Japanese dishes meets umami flavors in dishes crafted to satisfy every guest.,10.795169381242463,106.7222355037,"Vincom Landmark 81, 720A Điện Biên Phủ, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",11:00–23:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1vnCplSP9teLTbYuVXPccBmjSm1Vx26TSjkydaJ6IF2I10qjdlda1-jkcxSZkW7idILJxeSDHowIEV3dJBEsbhjah6vape749LrgHHY3ZlCl0_3CBf3glhu9CskF2DWXGdtMi=w408-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipPsXVbzOvdV1kdzcAbpiThcL5einmrtTyJ8ri1s=w408-h408-k-no,4.7,1173,https://ussinavietnam.vn/?utm_medium=GB&utm_source=GB&utm_source=GB
Quán ăn Hùng Ký,Casual dining,200000,"signature dishes combined with local flavors to create satisfying, memorable meals.",10.752676038953641,106.66577628465625,"218F Trần Hưng Đạo, Ho Chi Minh City, District 5, Ho Chi Minh City, VN",17:00–21:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhKQj9C8FULFbKcCp0AXuiRUs7sTgaPAlvlRzrqXb1KEmtaECOMfRaFWeE2i3S_FdXxDvELiHGtuBdBxNRIsb26YsIxfJwhKg5VfslaxmJYE7w_lcuXrDOmweRDr2rP5yAC54-=w408-h272-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynOCv39Q7YL2LaVPNlsrlAua2zHLN__Ix8hHvzFx-ExvpGn7raPuCPJm3XxyBw6Kiky8g7Zn_mtkmuP1DdK1d4S2Z5jjRmrToKgaOsplSGTUbCHJFQPyXnpkUYKFcwBiGANBL1RS0MCJU=w408-h544-k-no,3.4,94,
港式茶餐厅 - Cha Chaan Teng,Casual dining,200000,signature dishes meets local flavors in dishes crafted to satisfy every guest.,10.752252484517486,106.66565539999999,"28 Đ. Phan Phú Tiên, Ho Chi Minh City, District 5, Ho Chi Minh City, VN",17:00–22:00,https://lh3.googleusercontent.com/p/AF1QipO0opqLVmsnXrNM7R0z_SmujGjQzxF5c6Jlvn3r=w408-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipOGKOmN8ZnmuYaIoEj1Mbmj0sgkM9FGjgL6COKA=w408-h306-k-no,3.6,15,
Tiến Cung Food,Casual dining,100000,Serving signature dishes alongside local flavors for a comforting dining experience.,10.791115390956552,106.73655057301566,"116 Số 11, Ho Chi Minh City, Thủ Đức City, Ho Chi Minh City, VN",08:00–21:30,https://lh3.googleusercontent.com/p/AF1QipP36OrHT3lPFa-Pbev28j__W1ZTuSOwwDkLvQsv=w408-h506-k-no,https://lh3.googleusercontent.com/p/AF1QipOW1NUj7-NQW72bNM_ogvJ1GGtieTLUe2-h-bji=w408-h408-k-no,4.1,47,
Nhà hàng Lá Chanh,vietnamese,100000,"Celebrated for Vietnamese dishes and herbal flavors, prepared with careful attention.",10.763014771047853,106.68249312492702,"92 Nguyễn Hữu Cảnh, Ho Chi Minh City, District 3, Ho Chi Minh City, VN",07:00–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGFsAm6o9UTNon3kHaeStNZkr_DzwM7sdhvMpohcRWXfZFxpVSPcXPknPvDgaPBQgp7zRIVWg_vOdubGC6Sj8sQpKUbS8moedt3IA0K3gk5ZWs399muwiH2E4w2-m7-VmbTtZ8NgKrU_d7=w408-h544-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwFCe5MtbZXkt2fAPaHJoD3pHa2vSTGetcxgEacw3RUP_rNET9-8QQJxYTGdpkCGqBxsscvfJbVXka_N6UZv9udwOwRVLsk58PebUtVXWWTjY4rspiZkfkEPQZINyVJ8Aiwf4IO=w408-h544-k-no,3.5,11,
